show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type,date_added_year
80084838,Jatts in Golmaal,Ksshitij Chaudhary,"Arya Babbar, Samiksha Singh, Gurpreet Guggi, Binnu Dhillon, Jaswinder Bhalla, B.N. Sharma, Veena Malik, Sardar Sohi",India,2018-11-01,2013,TV-PG,128 min,"comedies, international movies, music & musicals","without fully realizing the consequences, a boy who wants to relocate from india to canada sells his heart to a gangster in need of a transplant.",Movie,2018
70254346,Kai Po Che!,Abhishek Kapoor,"Rajkummar Rao, Amit Sadh, Sushant Singh Rajput, Amrita Puri, Digvijay Deshmukh, Asif Basra, Manav Kaul, Ashish Kakkad",India,2018-11-01,2013,TV-14,120 min,"dramas, international movies, sports movies",this bollywood drama tells the story of three best friends who dream of starting a cricket training academy in ahmedabad for very different reasons.,Movie,2018
70229040,Kalakalappu,Sundar C.,"Vimal, Anjali, Shiva, Oviya, Santhanam, John Vijay, M. Ilavarasu, Manobala",India,2018-11-01,2012,TV-14,154 min,"comedies, international movies, music & musicals","cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop.",Movie,2018
70056663,Katt Williams: The Pimp Chronicles: Pt. 1,Gary Binkow,"Katt Williams, Anthony Anderson",United States,2018-11-01,2006,TV-MA,45 min,stand-up comedy,"in this 2006 show, comic katt williams uses his edgy style and personal experiences to paint a sassy, hilarious portrait of life in black america.",Movie,2018
80067906,Katti Batti,Nikhil Advani,"Imran Khan, Kangana Ranaut, Abhishek Saha, Mithila Palkar, Vivan Bhatena, Suhaas Ahuja, Nicole Faria, Adaar Malik",India,2018-11-01,2015,TV-14,132 min,"comedies, dramas, international movies","after falling in love during college, architect maddy and free spirit payal have five wonderful years together, until a mystery suddenly divides them.",Movie,2018
70071832,Life in a ... Metro,Anurag Basu,"Dharmendra, Irrfan Khan, Konkona Sen Sharma, Kay Kay Menon, Shilpa Shetty, Shiney Ahuja, Sharman Joshi, Kangana Ranaut, Nafisa Ali, Manoj Pahwa",India,2018-11-01,2007,TV-14,126 min,"dramas, international movies, music & musicals",a group of mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call-center executive.,Movie,2018
70273401,Marc Maron: Thinky Pain,Lance Bangs,Marc Maron,United States,2018-11-01,2013,TV-MA,95 min,stand-up comedy,"alternative comic marc maron is back on stage in new york to talk chinese food, drug abuse, sex in hotel rooms and life with his girlfriend.",Movie,2018
80097390,Morris from America,Chad Hartigan,"Markees Christmas, Craig Robinson, Lina Keller, Carla Juri, Jakub Gierszal, Levin Henning, Eva Loebau","Germany, United States",2018-11-01,2016,R,91 min,"dramas, independent movies, international movies","when his father moves from the u.s. to heidelberg, germany, an african american teenager struggles to find his place and pursue his hip-hop dreams.",Movie,2018
70106268,Mumbai Meri Jaan,Nishikant Kamat,"Madhavan, Irrfan Khan, Soha Ali Khan, Paresh Rawal, Kay Kay Menon, Anand Goradia, Vijay Maurya, Vibhavari Deshpande, Santosh Juvekar, Kamlesh Sawant",India,2018-11-01,2008,TV-MA,135 min,"dramas, international movies","a moving portrayal of the 2006 train bombings in mumbai, this indian drama follows the interconnected stories of several strangers.",Movie,2018
80039594,Mundeyan Ton Bachke Rahin,Navinder Pal Singh,"Roshan Prince, Jassi Gill, Simran Kaur Mundi, Bharti Singh, Anshu Sawhney, Hobby Dhaliwal, Sunita Dhir, Minto, Manoj Sabarwal, Sunny Gill",India,2018-11-01,2014,TV-14,139 min,"comedies, international movies, music & musicals","when they both fall for the same girl, best pals and shameless womanizers prince and jassi go head-to-head to compete for her love.",Movie,2018
70139076,No One Killed Jessica,Raj Kumar Gupta,"Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam, Rajesh Sharma, Mohammed Zeeshan Ayyub, Bubbles Sabharwal, Satyadeep Misra, Yogendra Tikku, Geeta Sudan",India,2018-11-01,2011,TV-MA,131 min,"dramas, international movies",this thriller tells the true story of model jessica lall – who was shot dead in a restaurant – and the campaign to bring her killer to justice.,Movie,2018
70109758,Oye Lucky! Lucky Oye!,Dibakar Banerjee,"Abhay Deol, Paresh Rawal, Neetu Chandra, Archana Puran Singh, Manu Rishi Chadha, Richa Chadda, Anurag Arora, Rajender Sethi, Manjot Singh, Chandan Anand",India,2018-11-01,2008,TV-14,118 min,"comedies, dramas, international movies","starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of.",Movie,2018
70123126,Paan Singh Tomar,Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajendra Gupta, Brijendra Kala, Jahangir Khan, Vipin Sharma, Zakir Hussain",India,2018-11-01,2010,TV-MA,129 min,"action & adventure, dramas, international movies",paan singh tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.,Movie,2018
70303431,Raja Natwarlal,Kunal Deshmukh,"Emraan Hashmi, Humaima Malik, Paresh Rawal, Kay Kay Menon, Deepak Tijori, Prachi Shah, Mohammed Zeeshan Ayyub",India,2018-11-01,2014,TV-14,131 min,"dramas, international movies, thrillers",a small-time con man assembles a team to help him avenge the death of his partner-in-crime at the hands of a powerful gangster.,Movie,2018
70254351,Satyagraha,Prakash Jha,"Kareena Kapoor, Amitabh Bachchan, Ajay Devgn, Arjun Rampal, Amrita Rao, Manoj Bajpayee, Vipin Sharma, Anjali Patil",India,2018-11-01,2013,TV-14,146 min,"dramas, international movies, music & musicals","in this bollywood drama, a corporate go-getter sees his priorities shift when personal tragedy brings him face-to-face with political corruption.",Movie,2018
70275076,Settai,R. Kannan,"Arya, Anjali, Hansika Motwani, Santhanam, Premgi Amaren, Nasser",India,2018-11-01,2013,TV-14,123 min,"comedies, international movies, music & musicals","asked to deliver a package for a friend, madhu gets her fiancé, jayaganthan, to take care of it, and he then passes the task to one of his roommates.",Movie,2018
80189997,Sigaram Thodu,Gaurav Narayanan,"Vikram Prabhu, Sathyaraj, Monal Gajjar, Sathish, Erode Mahesh, Gaurav Narayanan",India,2018-11-01,2014,TV-14,141 min,"dramas, international movies, thrillers",a policeman's son overcomes his reluctance to join the force following a brutal attack on his father and ends up in the middle of a robbery case.,Movie,2018
81015100,Sommore: The Reign Continues,Kevin Layne,Sommore,United States,2018-11-01,2015,TV-MA,93 min,stand-up comedy,"self-proclaimed ""queen of comedy"" sommore storms the stage to deliver a riotous stand-up performance in charlotte, north carolina.",Movie,2018
80076581,Stink!,Jon J. Whelan,Jeffrey Hollender,United States,2018-11-01,2015,TV-PG,91 min,documentaries,"after noting a strange odor in his child’s pajamas, a single dad’s search for the source uncovers potentially toxic secrets of the chemical industry.",Movie,2018
81014239,The Great British Baking Show: The Beginnings,director desconhecido,"Paul Hollywood, Mary Berry, Mel Giedroyc, Sue Perkins",country desconhecido,2018-11-01,2012,TV-PG,1 Season,"british tv shows, reality tv",a dozen amateur bakers amiably compete for the coveted title of britain's best as they whip up tasty treats for judges mary berry and paul hollywood.,TV Show,2018
81025404,The Tigers of Scotland,Leanne Gater,Iain Glen,United Kingdom,2018-11-01,2017,TV-G,58 min,documentaries,"this documentary highlights the endangered existence of the scottish wildcats, and the conservation efforts required to prevent their extinction.",Movie,2018
80182949,The Untold Tales of Armistead Maupin,Jennifer M. Kroot,"Armistead Maupin, Neil Gaiman, Laura Linney, Ian McKellen, Amy Tan, Margaret Cho, Jonathan Groff, Amanda Palmer",United States,2018-11-01,2017,TV-MA,91 min,"documentaries, lgbtq movies","this documentary traces the life of ""tales of the city"" author armistead maupin, from his conservative roots to his rise as an lgbtq champion.",Movie,2018
70060017,The Water Horse: Legend of the Deep,Jay Russell,"Emily Watson, Alex Etel, Ben Chaplin, David Morrissey, Brian Cox, Priyanka Xi, Marshall Napier, Joel Tobeck, Erroll Shand, Craig Hall","New Zealand, United Kingdom, Australia",2018-11-01,2007,PG,112 min,children & family movies,a boy watches an egg he found hatch into something incredible. but how long can he keep such a big secret from his mom – and the scottish government?,Movie,2018
70266675,Transcendence,Wally Pfister,"Johnny Depp, Rebecca Hall, Morgan Freeman, Paul Bettany, Cillian Murphy, Kate Mara, Cole Hauser, Clifton Collins Jr.","United Kingdom, China, United States",2018-11-01,2014,PG-13,119 min,"sci-fi & fantasy, thrillers",two computer scientists work to achieve technological singularity to create a world where computers can transcend the abilities of the human brain.,Movie,2018
80155792,Vaya,Akin Omotoso,"Mncedisi Shabangu, Sihle Xaba, Sibusiso Msimang, Zimkhitha Nyoka, Warren Masemola, Nomonde Mbusi, Azwile Chamane, Harriet Lenabe",South Africa,2018-11-01,2016,TV-MA,106 min,"dramas, independent movies, international movies","three youths from rural south africa set out for johannesburg, where they're thrust into the seedy underbelly of the city and must fight to survive.",Movie,2018
70108590,Welcome to Sajjanpur,Shyam Benegal,"Shreyas Talpade, Amrita Rao, Ravi Kishan, Ila Arun, Rajeshwari Sachdev, Divya Dutta, Yashpal Sharma, Ravi Jhankal, Lalit Mohan Tiwari",India,2018-11-01,2008,TV-PG,131 min,"comedies, dramas, international movies","an educated man assists the illiterate residents of his village with written correspondence, sometimes manipulating the letters to suit his interests.",Movie,2018
81024728,Yeh Hai Bakrapur,director desconhecido,"Amit Sial, Yoshika Verma, Anshuman Jha, Asif Basra, Suruchi Aulakh",India,2018-11-01,2014,TV-14,95 min,"comedies, dramas, independent movies","a poor family’s goat suddenly acquires divine status, sparking a widespread frenzy as everyone clamors to benefit from its unexpected celebrity.",Movie,2018
70185141,Zokkomon,Satyajit Bhatkal,"Darsheel Safary, Anupam Kher, Manjari Fadnis, Tinnu Anand, Sheeba Chaddha, S.M. Zaheer, Aayam Mehta, Gargi Datar, Jai Vyas",India,2018-11-01,2011,PG,104 min,"children & family movies, dramas","when his cruel uncle abandons him, a young orphan learns to access the untapped superpowers that have been waiting within him all along.",Movie,2018
80113304,Goldie & Bear,director desconhecido,"Natalie Lander, Georgie Kidder",United States,1900-01-01,2017,TV-Y,2 Seasons,kids' tv,"best pals goldie and bear, from ""goldilocks and the three bears,"" join other characters from beloved stories for adventures in the fairy tale forest.",TV Show,1900
80199806,Gun City,Dani de la Torre,"Luis Tosar, Michelle Jenner, Vicente Romero, Manolo Solo, Paco Tous, Adriana Torrebejano, Pep Tosar, Jaime Lorente, Ernesto Alterio, Fernando Cayo","Spain, France",2018-10-31,2018,TV-MA,126 min,"dramas, international movies, thrillers","in 1921 barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war.",Movie,2018
80084834,Heneral Luna,Jerrold Tarog,"John Arcilla, Mon Confiado, Arron Villaflor, Joem Bascon, Archie Alemania, Art Acuña, Alex Medina, Nonie Buencamino, Lorenz Martinez, Jeffrey Quizon, Alvin Anson, Mylene Dizon, Bing Pimentel, Leo Martinez, Ketchup Eusebio, Ronnie Lazaro, Paulo Avelino",Philippines,2018-10-31,2015,R,118 min,"dramas, international movies",flashbacks reveal gen. antonio luna's tireless fight for filipino independence from the u.s. and his leadership in the philippine-american war in 1899.,Movie,2018
80185145,Fate/EXTRA Last Encore,director desconhecido,"Atsushi Abe, Sakura Tange, Kana Ueda, Hiroshi Kamiya, Noriko Shitaya, Kohsuke Toriumi, Urara Takano, Ai Nonaka, Kunihiko Yasui, Takahiro Mizushima",Japan,1900-01-01,2018,TV-MA,2 Seasons,"anime series, international tv shows","hakuno kishinami finds himself in the midst of a holy grail war with no memories of how he got there. through his confusion, he must fight to survive.",TV Show,1900
70067230,My Brother ... Nikhil,Onir,"Juhi Chawla, Sanjay Suri, Victor Banerjee, Lillete Dubey, Purab Kohli, Dipannita Sharma, Gautam Kapoor",India,2018-10-30,2005,TV-PG,116 min,"dramas, independent movies, international movies","after being diagnosed hiv-positive, a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend.",Movie,2018
80207446,Shorgul,"Jitendra Tiwari, Pranav Singh","Ashutosh Rana, Jimmy Shergill, Suha Gezen, Sanjay Suri, Narendra Jha, Hiten Tejwani, Eijaz Khan, Aniruddha Dave",India,2018-10-30,2016,TV-14,122 min,"dramas, international movies",a hindu boy's feelings for a muslim girl expose the tensions between their two communities and open the door to chaos and violence.,Movie,2018
80207447,Siddhant,Vivek Wagh,"Vikram Gokhale, Swati Chitnis, Kishore Kadam, Ganesh Yadav, Sarang Sathaye, Archit Deodhar, Madhavi Soman, Neha Mahajan",India,2018-10-30,2014,TV-G,105 min,"dramas, independent movies, international movies",a principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.,Movie,2018
80987753,The Degenerates,director desconhecido,"Big Jay Oakerson, Brad Williams, Yamaneika Saunders, Liza  Treyger, Joey Diaz, Christina Pazsitzky",country desconhecido,2018-10-30,2018,TV-MA,1 Season,"stand-up comedy & talk shows, tv comedies",six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. for mature audiences.,TV Show,2018
81016324,The Jungle School,Riri Riza,"Prisia Nasution, Nyungsang Bungo, Rukman Rosadi, Nadhira Suryadi, Ines Somellera",Indonesia,2018-10-30,2013,TV-PG,90 min,"dramas, international movies",an idealistic young woman travels to the jungles of indonesia to teach literacy – and much more – to local children.,Movie,2018
80224362,Kings,Deniz Gamze Ergüven,"Halle Berry, Daniel Craig, Lamar Johnson, Kaalan Walker, Rachel Hilson, Issac Ryan Brown, Callan Farris, Serenity Reign Brown, Reece Cody, Aiden Akpan","France, Belgium, China, United States",2018-10-29,2017,R,87 min,dramas,a foster mom and her houseful of kids befriend a bitter neighbor after the rodney king verdict is handed down in 1992 los angeles.,Movie,2018
80067754,Equals,Drake Doremus,"Nicholas Hoult, Kristen Stewart, Jacki Weaver, Guy Pearce, Rebecca Hazlewood, Scott Lawrence, Kai Lennox, Rizwan Manji","United States, Indonesia",2018-10-28,2015,PG-13,102 min,"dramas, romantic movies, sci-fi & fantasy",two young lovers depart from the norm simply by having romantic feelings for each other in a society where humans have been relieved of all emotions.,Movie,2018
81000863,14 Cameras,"Scott Hussion, Seth Fuller","Neville Archambault, Amber Midthunder, Brytnee Ratledge, Hank Rogerson, Chelsea Edmundson, John-Paul Howard, Lora Martinez-Cunningham, Brianne Moncrief",United States,2018-10-27,2018,TV-MA,89 min,"horror movies, thrillers","upping the “13 cameras” ante, this sequel finds a family renting a vacation house that’s been customized to violate their privacy.",Movie,2018
70082255,Dragon Tiger Gate,Wilson Yip,"Donnie Yen, Nicholas Tse, Shawn Yue, Dong Jie, Li Xiaoran, Yuen Wah, Chen Kuan Tai, Xing Yu, Vincent Sze, Tommy Yuen","Hong Kong, China",2018-10-27,2006,TV-MA,94 min,"action & adventure, international movies",dragon and his fellow students at dragon tiger gate martial arts school team up to battle the ferocious villain shibumi.,Movie,2018
80211622,Been So Long,Tinge Krishnan,"Michaela Coel, Arinzé Kene, George MacKay, Ashley Thomas, Joe Dempsie, Ronke Adekoluejo, Luke Norris, Mya Lewis",country desconhecido,2018-10-26,2018,TV-MA,100 min,"dramas, international movies, music & musicals",a single mother in london's camden town hears music when she meets a handsome stranger with a past. but she's not sure she's ready to open her heart.,Movie,2018
80095241,Castlevania,director desconhecido,"Richard Armitage, James Callis, Graham McTavish, Alejandra Reynoso, Tony Amendola, Matt Frewer, Emily Swallow",United States,1900-01-01,2018,TV-MA,2 Seasons,"anime series, tv horror, tv thrillers",a vampire hunter fights to save a besieged city from an army of otherworldly beasts controlled by dracula himself. inspired by the classic video games.,TV Show,1900
80990221,Dovlatov,Aleksey German,"Milan Maric, Danila Kozlovsky, Helena Sujecka, Artur Beschastny, Anton Shagin, Svetlana Khodchenkova, Elena Lyadova, Piotr Gasowski, Eva Gerr, Hanna Sleszynska","Russia, Poland, Serbia",2018-10-26,2018,PG-13,126 min,"dramas, international movies","over six days in 1971, brilliant writer sergei dovlatov encounters maddening barriers to publishing his work under the repressive soviet regime.",Movie,2018
80202352,Incoming,Eric Zaragosa,"Scott Adkins, Aaron McCusker, Vahldin Prelic, Lukas Loughran, Michelle Lehane, Alaa Seif, Milan Kovacevic, Arkie Reece, Vladimir Alenikov, Dominic Power","Serbia, United States",2018-10-26,2019,TV-MA,89 min,"action & adventure, sci-fi & fantasy","when an imprisoned terrorist cell hijacks a high-security prison in outer space, a cia agent becomes the one chance of stopping them.",Movie,2018
80235268,Jefe,Sergio Barrejón,"Luis Callejo, Juana Acosta, Carlo D'Ursi, Josean Bengoetxea, Bárbara Santa-Cruz, Maica Barroso, Adam Jezierski, Sergio Quintana","Spain, Portugal",2018-10-26,2018,TV-MA,90 min,"comedies, dramas, international movies","a rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption.",Movie,2018
80992500,Santo Cachón,director desconhecido,cast desconhecido,Colombia,2018-10-26,2018,TV-14,87 min,"comedies, international movies, romantic movies",a man whose wife is repeatedly cheating on him turns to his friends for support in this wacky comedy.,Movie,2018
80241061,Shirkers,Sandi Tan,cast desconhecido,"United States, United Kingdom",2018-10-26,2018,TV-14,97 min,documentaries,"in 1992, sandi tan and her friends shot a quirky film on the streets of singapore. then the footage disappeared, sending her on a hunt for answers.",Movie,2018
80185048,Terrorism Close Calls,director desconhecido,cast desconhecido,"United States, Czech Republic",2018-10-26,2018,TV-MA,1 Season,"crime tv shows, docuseries, international tv shows",law enforcement officials look back on attempted terrorist attacks that were thwarted in the nick of time.,TV Show,2018
81025088,W/O Ram,Vijay Yelakanti,"Lakshmi Manchu, Aadarsh Balakrishna, Priyadarshi Pullikonda, Samrat Reddy, Shrikanth Iyyangar, Shrusti Dange",India,2018-10-26,2018,TV-MA,115 min,"dramas, international movies, thrillers","frustrated with the stalled investigation into her husband's murder, a woman searches for the killer on her own, putting herself in grave danger.",Movie,2018
70218316,DreamWorks Spooky Stories,director desconhecido,"Antonio Banderas, Hugh Laurie, Mike Myers, Reese Witherspoon, Seth Rogen, Kristen Schaal, Dean Edwards",United States,2018-10-25,2009,TV-PG,1 Season,"kids' tv, tv comedies","shrek dares his friends to bring on the scary with ghost stories told in a haunted castle. later, ginormica and the monsters face alien pumpkins.",TV Show,2018
80158516,Great News,director desconhecido,"Briga Heelan, Andrea Martin, Adam Campbell, John Michael Higgins, Horatio Sanz, Nicole Richie",United States,1900-01-01,2018,TV-14,2 Seasons,tv comedies,a tv news producer's ambitions take an awkward turn when her mother rejoins the workforce and snags a job as the station's newest intern.,TV Show,1900
80995073,Queens vs. Kings,director desconhecido,"Varun Thakur, Anu Menon, Rahul Subramanian, Siddharth Dudeja, Supriya Joshi, Utsav Chakraborty, Saadiya Ali, Kavya Bector, Kumar Varun",country desconhecido,2018-10-25,2018,TV-14,1 Season,"stand-up comedy & talk shows, tv comedies","no ""ism"" is left unturned in this celebrity game show that battles stereotypes and sexism by pitting male and female comedians against each other.",TV Show,2018
81018183,Ronnie Coleman: The King,Vlad Yudin,Ronnie Coleman,United States,2018-10-25,2018,TV-14,93 min,documentaries,"today, legendary bodybuilder ronnie coleman's body bears the scars of becoming the best in the world. here, he shares what it took to reach his goals.",Movie,2018
80205231,Baahubali: The Beginning (English Version),S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep",India,2018-10-24,2015,TV-14,138 min,"action & adventure, dramas, international movies",villagers in the kingdom of mahismati rescue a baby who is destined to embark on a heroic quest in this english version of s.s. rajamouli's epic.,Movie,2018
80235864,Bodyguard,director desconhecido,"Richard Madden, Keeley Hawes, Gina McKee, Sophie Rundle, Vincent Franklin, Pippa Haywood, Paul Ready, Tom Brooke, Nicholas Gleaves, Stuart Bowman",United Kingdom,2018-10-24,2018,TV-MA,1 Season,"british tv shows, crime tv shows, international tv shows","after helping thwart a terrorist attack, a war veteran is assigned to protect a politician who was a main proponent of the very conflict he fought in.",TV Show,2018
80224536,ADAM SANDLER 100% FRESH,Steve Brill,Adam Sandler,United States,2018-10-23,2018,TV-MA,74 min,stand-up comedy,"from ""heroes"" to ""ice cream ladies"" – adam sandler's comedy special hits you with new songs and jokes in an unexpected, groundbreaking way.",Movie,2018
81017545,Here to Heart,director desconhecido,"Janine Chun-Ning Chang, Hans Zhang",China,2018-10-23,2018,TV-14,1 Season,"international tv shows, romantic tv shows, tv dramas",wen nuan signs on to work as the executive assistant to ex zhan nanxian at his tech firm. helping him at work just may lead her back into his heart.,TV Show,2018
80994444,Scorpion King 5: Book of Souls,Don Michael Paul,"Zach McGowan, Pearl Thusi, Nathan Jones, Peter Mensah, Katy Louise Saunders, Mayling Ng, Howard Charles, Inge Beckmann",United States,2018-10-23,2018,PG-13,102 min,"action & adventure, sci-fi & fantasy",the scorpion king joins forces with a nubian princess in an all-or-nothing fight to stop a warlord from claiming the souls of the vanquished.,Movie,2018
80142390,The Hollywood Masters,director desconhecido,cast desconhecido,United States,1900-01-01,2017,TV-PG,3 Seasons,stand-up comedy & talk shows,"top hollywood stars and directors open up about their dreams, struggles and lifelong obsessions in interviews filmed in front of a live audience.",TV Show,1900
80131240,God Knows Where I Am,"Jedd Wider, Todd Wider",Lori Singer,United States,2018-10-22,2016,TV-PG,103 min,documentaries,"through diary entries, this documentary follows the life and death of homeless woman linda bishop and her struggles with starvation, sanity and god.",Movie,2018
80072207,Bunk'd,director desconhecido,"Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu",United States,1900-01-01,2018,TV-G,3 Seasons,"kids' tv, tv comedies","the ross siblings of disney's hit series ""jessie"" spend a summer full of fun and adventure at maine's camp kikiwaka, where their parents first met.",TV Show,1900
70114484,The Rainbow Troops,Riri Riza,"Cut Mini Theo, Ikranagara, Lukman Sardi, Ario Bayu, Tora Sudiro",Indonesia,2018-10-21,2008,TV-PG,119 min,"children & family movies, dramas, international movies",two indonesian teachers embrace an inspiring crop of gifted young students who've come to study at their crumbling islamic primary school.,Movie,2018
81020005,How to Get Over a Breakup,"Joanna Lombardi, Bruno Ascenzo","Gisela Ponce de León, Karina Jordán, Jely Reátegui, Andrés Salas, Christopher Von Uckermann, Carlos Carlín",Peru,2018-10-20,2018,TV-MA,104 min,"comedies, international movies, romantic movies","a heartbroken ad copywriter living in lima, peru, is inspired to write a blog about life as a single woman and is surprised by her website's success.",Movie,2018
81035748,The Gospel of John,David Batty,"Selva Rasalingam, Mourad Zaoui, El Mahmoudi M'Barek, Abdelilah Wahbi, Abdelaziz N'Mila, Ait Youssef Youssef, David Harewood","United Kingdom, United States, Morocco",2018-10-20,2014,TV-14,161 min,"dramas, faith & spirituality","in the first of four word-for-word film adaptations, aramaic-speaking actors re-create the stories of jesus' life from the fourth gospel.",Movie,2018
81025800,Accidentally in Love,director desconhecido,"Junchen Guo, Yi Ning Sun, Yi Qin Zhao, Mu Xuan Cheng, Li Ma, Mo Zhou",United States,2018-10-19,2018,TV-14,1 Season,"international tv shows, romantic tv shows, tv comedies","rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.",TV Show,2018
81003997,Ask the Doctor,director desconhecido,"Shalin Naik, Renee Lim, Sandro Demaio",Australia,2018-10-19,2017,TV-PG,1 Season,"docuseries, international tv shows, science & nature tv","from allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments.",TV Show,2018
80207486,Best.Worst.Weekend.Ever.,director desconhecido,"Sam Ashe Arnold, Cole Sand, Brianna Reed, Brittany Garms, Alison Becker, Larry Bates, Tiffany Espensen, Rachel Gage, Matt Battaglia, Affion Crockett",United States,2018-10-19,2018,TV-PG,1 Season,"kids' tv, tv comedies","teenage friends plan an epic trip to comic-con to meet their idol, only to get caught in one hilariously awkward predicament after another.",TV Show,2018
80226951,"Club de Cuervos Presents: I, Potro",Marcos Bucay,"Joaquín Ferreira, Marcela Álvarez, Benjamín Alfonso, Emilia Claudeville, Mauricio Llera, Sol Gaschetto, Martín Seefeld, Martín Rocco, Gonzalo VIzán","Mexico, Argentina",2018-10-19,2018,TV-MA,51 min,movies,former club de cuervos player potro returns home to argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.,Movie,2018
80216677,Derren Brown: Sacrifice,director desconhecido,Derren Brown,country desconhecido,2018-10-19,2018,TV-MA,50 min,movies,illusionist derren brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.,Movie,2018
80232279,Gnome Alone,Peter Lepeniotis,"Becky G., Josh Peck, Tara Strong, Olivia Holt, David Koechner, Jeff Dunham, Patrick Stump, Nash Grier, Madison De La Garza, George Lopez","United Kingdom, Canada, United States, Cayman Islands",2018-10-19,2018,PG,86 min,"children & family movies, comedies","after moving into a new house with her mom, high schooler chloe discovers a troupe of talking garden gnomes who need her help saving the world.",Movie,2018
80239666,Illang: The Wolf Brigade,Kim Jee-woon,"Gang Dong-won, Han Hyo-joo, Jung Woo-sung, Kim Mu-yeol, Han Ye-ri, Choi Min-ho, Shin Eun-soo, Kim Beop-rae, Lee Dong-ha, Jung Won-joong, Choi Jin-ho",South Korea,2018-10-19,2018,TV-MA,140 min,"action & adventure, international movies, sci-fi & fantasy","in 2029, the elite police squad illang combats a terrorist group opposing reunification of the two koreas. but another enemy may be lurking nearby.",Movie,2018
80000770,Making a Murderer,director desconhecido,cast desconhecido,United States,1900-01-01,2018,TV-14,2 Seasons,"crime tv shows, docuseries","filmed over 10 years, this real-life thriller follows a dna exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",TV Show,1900
80018294,Marvel's Daredevil,director desconhecido,"Charlie Cox, Deborah Ann Woll, Elden Henson, Rosario Dawson, Vincent D'Onofrio, Jon Bernthal, Elodie Yung, Scott Glenn, Stephen Rider, Vondie Curtis-Hall, Ayelet Zurer, Toby Leonard Moore, Bob Gunton",United States,1900-01-01,2018,TV-MA,3 Seasons,"crime tv shows, tv action & adventure","blinded as a young boy, matt murdock fights injustice by day as a lawyer and by night as the super hero daredevil in hell's kitchen, new york city.",TV Show,1900
81011973,Naa Bangaaru Talli,Rajesh Touchriver,"Siddique, Anjali Patil, Lakshmi Menon, Nina Kurup, Rathna Shekar Reddy, Anoop Aravindan",India,2018-10-19,2013,TV-MA,122 min,"dramas, international movies","a father leading a dark double life and his daughter, who's eager to pursue her studies in hyderabad, face the tragic consequences of sex trafficking.",Movie,2018
81031037,Oddbods: Party Monsters,director desconhecido,"Nadia Ramlee, Chio Su-Ping, Jeremy Linn, Marlon Dance-Hooi",country desconhecido,2018-10-19,2018,TV-Y,23 min,movies,"dressed up as detective sherlock holmes, slick must crack the case when a magician turns jeff's spooky-costume party guests into their scary alter egos.",Movie,2018
80994754,Project S The Series,director desconhecido,"Wiwattanawarang Oabnithi, Mahayotaruk Thiti, Lerkcharoempoj Papangkorn, Imanothai Kawin, Sakuljaroensuk Apinya, Oat Pasakorn Sanrattana, Leeratanakajorn Thanapob, Skye Nateeton Wongrawee, Supapunpinyo Teeradon, Chansangavej Chayanit, Ketprapakorn Narikun, Pibunsonggram Kritsanapoom, Santinatornkul Chanon",Thailand,1900-01-01,2017,TV-14,4 Seasons,"international tv shows, tv dramas, teen tv shows","sports and friendship intertwine in tales of a volleyball team, an autistic badminton player, a skateboarder with depression and an archery-club crush.",TV Show,1900
80144152,S Storm,David Lam,"Louis Koo, Julian Cheung, Vic Chou, Ada Choi, Bowie Lam, Dada Chan, Janelle Sing, Lo Hoi-pang","Hong Kong, China",2018-10-19,2016,TV-MA,95 min,"action & adventure, international movies",anti-corruption investigator william luk must join forces with detective lau po-keung to bring down a crime syndicate involved in sports betting.,Movie,2018
